Ensembl_gene_id	HGNC_symbol	DBD_Lambert2018	DBD_Codebook2026	is_TF	assessment_Lambert2018	conservative_reassessment	reassessment	motif_status	representative_motif_count	representative_motif_ids
ENSG00000119919	NKX2-3	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	NKX2-3_1; NKX2-3_2
ENSG00000125816	NKX2-4	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	NKX2-4_1; NKX2-4_2
ENSG00000183072	NKX2-5	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NKX2-5
ENSG00000136327	NKX2-8	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NKX2-8
ENSG00000167034	NKX3-1	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NKX3-1
ENSG00000109705	NKX3-2	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NKX3-2
ENSG00000163623	NKX6-1	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NKX6-1
ENSG00000148826	NKX6-2	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	NKX6-2_1; NKX6-2_2
ENSG00000165066	NKX6-3	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NKX6-3
ENSG00000106410	NOBOX	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NOBOX
ENSG00000214513	NOTO	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	NOTO_1; NOTO_2
ENSG00000171540	OTP	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	OTP
ENSG00000115507	OTX1	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	OTX1
ENSG00000165588	OTX2	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	OTX2
ENSG00000185630	PBX1	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	PBX1_1; PBX1_2
ENSG00000204304	PBX2	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PBX2
ENSG00000167081	PBX3	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PBX3
ENSG00000105717	PBX4	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PBX4
ENSG00000139515	PDX1	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PDX1
ENSG00000165462	PHOX2A	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	PHOX2A_1; PHOX2A_2
ENSG00000109132	PHOX2B	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PHOX2B
ENSG00000069011	PITX1	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PITX1
ENSG00000164093	PITX2	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	PITX2_1; PITX2_2
ENSG00000107859	PITX3	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	PITX3_1; PITX3_2
ENSG00000160199	PKNOX1	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PKNOX1
ENSG00000165495	PKNOX2	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	PKNOX2_1; PKNOX2_2
ENSG00000175325	PROP1	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PROP1
ENSG00000116132	PRRX1	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PRRX1
ENSG00000167157	PRRX2	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PRRX2
ENSG00000134438	RAX	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	RAX_1; RAX_2
ENSG00000173976	RAX2	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RAX2
ENSG00000101883	RHOXF1	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RHOXF1
ENSG00000131721	RHOXF2	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RHOXF2
ENSG00000185960	SHOX	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	SHOX
ENSG00000168779	SHOX2	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	SHOX2
ENSG00000126778	SIX1	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	SIX1_1; SIX1_2
ENSG00000170577	SIX2	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	SIX2_1; SIX2_2
ENSG00000138083	SIX3	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	SIX3
ENSG00000100625	SIX4	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	SIX4
ENSG00000177045	SIX5	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	SIX5
ENSG00000184302	SIX6	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	SIX6
ENSG00000177426	TGIF1	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	TGIF1_1; TGIF1_2
ENSG00000118707	TGIF2	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	TGIF2
ENSG00000153779	TGIF2LX	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	TGIF2LX
ENSG00000176679	TGIF2LY	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	TGIF2LY
ENSG00000107807	TLX1	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	TLX1_1; TLX1_2
ENSG00000115297	TLX2	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	TLX2_1; TLX2_2
ENSG00000164438	TLX3	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	TLX3_1; TLX3_2
ENSG00000164853	UNCX	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	UNCX
ENSG00000148704	VAX1	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	VAX1_1; VAX1_2
ENSG00000116035	VAX2	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	VAX2_1; VAX2_2
ENSG00000151650	VENTX	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	VENTX
ENSG00000100987	VSX1	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	VSX1
ENSG00000119614	VSX2	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	VSX2
ENSG00000136367	ZFHX2	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZFHX2
ENSG00000165156	ZHX1	Homeodomain	Homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZHX1
ENSG00000075891	PAX2	Homeodomain; Paired box	Homeodomain; Paired box	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	PAX2_1; PAX2_2
ENSG00000135903	PAX3	Homeodomain; Paired box	Homeodomain; Paired box	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PAX3
ENSG00000106331	PAX4	Homeodomain; Paired box	Homeodomain; Paired box	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PAX4
ENSG00000007372	PAX6	Homeodomain; Paired box	Homeodomain; Paired box	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PAX6
ENSG00000009709	PAX7	Homeodomain; Paired box	Homeodomain; Paired box	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PAX7
ENSG00000064835	POU1F1	Homeodomain; POU	Homeodomain; POU	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	POU1F1
ENSG00000143190	POU2F1	Homeodomain; POU	Homeodomain; POU	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	POU2F1
ENSG00000028277	POU2F2	Homeodomain; POU	Homeodomain; POU	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	POU2F2
ENSG00000137709	POU2F3	Homeodomain; POU	Homeodomain; POU	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	POU2F3
ENSG00000185668	POU3F1	Homeodomain; POU	Homeodomain; POU	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	POU3F1
ENSG00000184486	POU3F2	Homeodomain; POU	Homeodomain; POU	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	POU3F2
ENSG00000198914	POU3F3	Homeodomain; POU	Homeodomain; POU	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	POU3F3
ENSG00000196767	POU3F4	Homeodomain; POU	Homeodomain; POU	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	POU3F4
ENSG00000152192	POU4F1	Homeodomain; POU	Homeodomain; POU	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	POU4F1
ENSG00000151615	POU4F2	Homeodomain; POU	Homeodomain; POU	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	POU4F2_1; POU4F2_2
ENSG00000091010	POU4F3	Homeodomain; POU	Homeodomain; POU	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	POU4F3
ENSG00000204531	POU5F1	Homeodomain; POU	Homeodomain; POU	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	POU5F1_1; POU5F1_2
ENSG00000212993	POU5F1B	Homeodomain; POU	Homeodomain; POU	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	POU5F1B_1; POU5F1B_2
ENSG00000184271	POU6F1	Homeodomain; POU	Homeodomain; POU	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	POU6F1
ENSG00000106536	POU6F2	Homeodomain; POU	Homeodomain; POU	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	POU6F2
ENSG00000185122	HSF1	HSF	HSF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	HSF1
ENSG00000025156	HSF2	HSF	HSF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	HSF2
ENSG00000102878	HSF4	HSF	HSF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	HSF4_1; HSF4_2
ENSG00000176160	HSF5	HSF	HSF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	HSF5_1; HSF5_2
ENSG00000172468	HSFY1	HSF	HSF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	HSFY1_1; HSFY1_2
ENSG00000169953	HSFY2	HSF	HSF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	HSFY2
ENSG00000125347	IRF1	IRF	IRF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	IRF1
ENSG00000168310	IRF2	IRF	IRF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	IRF2
ENSG00000126456	IRF3	IRF	IRF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	IRF3
ENSG00000137265	IRF4	IRF	IRF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	IRF4_1; IRF4_2
ENSG00000128604	IRF5	IRF	IRF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	IRF5
ENSG00000117595	IRF6	IRF	IRF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	IRF6_1; IRF6_2
ENSG00000185507	IRF7	IRF	IRF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	IRF7
ENSG00000140968	IRF8	IRF	IRF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	IRF8
ENSG00000213928	IRF9	IRF	IRF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	IRF9_1; IRF9_2
ENSG00000066697	MSANTD3	MADF	MADF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	MSANTD3
ENSG00000064489	BORCS8-MEF2B	MADS box	MADS box	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	BORCS8-MEF2B_1; BORCS8-MEF2B_2
ENSG00000068305	MEF2A	MADS box	MADS box	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	MEF2A
ENSG00000213999	MEF2B	MADS box	MADS box	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	MEF2B
ENSG00000081189	MEF2C	MADS box	MADS box	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	MEF2C_1; MEF2C_2
ENSG00000116604	MEF2D	MADS box	MADS box	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	MEF2D_1; MEF2D_2
ENSG00000112658	SRF	MADS box	MADS box	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	SRF
ENSG00000134046	MBD2	MBD	MBD	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	MBD2
ENSG00000143379	SETDB1	MBD	MBD	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	SETDB1
ENSG00000169057	MECP2	MBD; AT hook	MBD; AT hook	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	MECP2
ENSG00000127989	MTERF1	mTERF	mTERF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	MTERF1
ENSG00000096401	CDC5L	Myb/SANT	Myb/SANT	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	CDC5L_1; CDC5L_2
ENSG00000118513	MYB	Myb/SANT	Myb/SANT	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	MYB
ENSG00000185697	MYBL1	Myb/SANT	Myb/SANT	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	MYBL1
ENSG00000101057	MYBL2	Myb/SANT	Myb/SANT	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	MYBL2
ENSG00000036549	ZZZ3	Myb/SANT	Myb/SANT	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZZZ3
ENSG00000124920	MYRF	Ndt80/PhoG	Ndt80/PhoG	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	MYRF
ENSG00000169083	AR	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	AR_1; AR_2
ENSG00000091831	ESR1	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ESR1
ENSG00000140009	ESR2	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ESR2
ENSG00000173153	ESRRA	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ESRRA
ENSG00000119715	ESRRB	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ESRRB_1; ESRRB_2
ENSG00000196482	ESRRG	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ESRRG
ENSG00000101076	HNF4A	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	HNF4A
ENSG00000164749	HNF4G	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	HNF4G
ENSG00000126368	NR1D1	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NR1D1
ENSG00000174738	NR1D2	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NR1D2
ENSG00000131408	NR1H2	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NR1H2
ENSG00000012504	NR1H4	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NR1H4
ENSG00000144852	NR1I2	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	NR1I2_1; NR1I2_2
ENSG00000143257	NR1I3	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	NR1I3_1; NR1I3_2
ENSG00000120798	NR2C1	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	NR2C1_1; NR2C1_2
ENSG00000177463	NR2C2	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	NR2C2_1; NR2C2_2
ENSG00000112333	NR2E1	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NR2E1
ENSG00000278570	NR2E3	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NR2E3
ENSG00000175745	NR2F1	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NR2F1
ENSG00000185551	NR2F2	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NR2F2
ENSG00000160113	NR2F6	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NR2F6
ENSG00000113580	NR3C1	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	NR3C1_1; NR3C1_2
ENSG00000151623	NR3C2	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NR3C2
ENSG00000123358	NR4A1	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	NR4A1_1; NR4A1_2
ENSG00000153234	NR4A2	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NR4A2
ENSG00000119508	NR4A3	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NR4A3
ENSG00000136931	NR5A1	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NR5A1
ENSG00000116833	NR5A2	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NR5A2
ENSG00000148200	NR6A1	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NR6A1
ENSG00000082175	PGR	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PGR
ENSG00000186951	PPARA	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PPARA
ENSG00000112033	PPARD	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	PPARD_1; PPARD_2
ENSG00000132170	PPARG	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PPARG
ENSG00000131759	RARA	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RARA
ENSG00000077092	RARB	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RARB
ENSG00000172819	RARG	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RARG
ENSG00000069667	RORA	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	RORA_1; RORA_2
ENSG00000198963	RORB	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RORB
ENSG00000143365	RORC	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RORC
ENSG00000186350	RXRA	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RXRA
ENSG00000204231	RXRB	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RXRB
ENSG00000143171	RXRG	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RXRG
ENSG00000126351	THRA	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	THRA
ENSG00000151090	THRB	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	THRB
ENSG00000111424	VDR	Nuclear receptor	Nuclear receptor	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	VDR_1; VDR_2
ENSG00000141510	TP53	p53	p53	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	TP53
ENSG00000073282	TP63	p53	p53	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	TP63
ENSG00000078900	TP73	p53	p53	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	TP73
ENSG00000125813	PAX1	Paired box	Paired box	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	PAX1_1; PAX1_2
ENSG00000196092	PAX5	Paired box	Paired box	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PAX5
ENSG00000125618	PAX8	Paired box	Paired box	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PAX8
ENSG00000198807	PAX9	Paired box	Paired box	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	PAX9_1; PAX9_2
ENSG00000196233	LCOR	Pipsqueak	Pipsqueak	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	LCOR
ENSG00000178177	LCORL	Pipsqueak	Pipsqueak	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	LCORL
ENSG00000117707	PROX1	Prospero; homeodomain	Prospero; homeodomain	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	PROX1_1; PROX1_2
ENSG00000102908	NFAT5	Rel	Rel	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	NFAT5_1; NFAT5_2
ENSG00000131196	NFATC1	Rel	Rel	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NFATC1
ENSG00000101096	NFATC2	Rel	Rel	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NFATC2
ENSG00000072736	NFATC3	Rel	Rel	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NFATC3
ENSG00000100968	NFATC4	Rel	Rel	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	NFATC4
ENSG00000109320	NFKB1	Rel	Rel	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	NFKB1_1; NFKB1_2
ENSG00000077150	NFKB2	Rel	Rel	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	NFKB2_1; NFKB2_2
ENSG00000162924	REL	Rel	Rel	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	REL
ENSG00000173039	RELA	Rel	Rel	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RELA
ENSG00000104856	RELB	Rel	Rel	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	RELB_1; RELB_2
ENSG00000132005	RFX1	RFX	RFX	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RFX1
ENSG00000087903	RFX2	RFX	RFX	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RFX2
ENSG00000080298	RFX3	RFX	RFX	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RFX3
ENSG00000111783	RFX4	RFX	RFX	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RFX4
ENSG00000143390	RFX5	RFX	RFX	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RFX5
ENSG00000181827	RFX7	RFX	RFX	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RFX7
ENSG00000159216	RUNX1	Runt	Runt	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RUNX1
ENSG00000124813	RUNX2	Runt	Runt	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RUNX2
ENSG00000020633	RUNX3	Runt	Runt	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RUNX3
ENSG00000160224	AIRE	SAND	SAND	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	AIRE
ENSG00000162419	GMEB1	SAND	SAND	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	GMEB1_1; GMEB1_2
ENSG00000101216	GMEB2	SAND	SAND	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	GMEB2
ENSG00000215474	SKOR2	SAND	SAND	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	SKOR2
ENSG00000162599	NFIA	SMAD	SMAD	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	NFIA_1; NFIA_2
ENSG00000147862	NFIB	SMAD	SMAD	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	NFIB_1; NFIB_2
