TF_name	TF_family	Identical_PWM	Homologous_PWM	Relatively_Homologous_PWM	ModCRE	AlphaFold
H3BQH6	IRF	M05543_2.00				
H3BR83	TIG,RHD		M05693_2.00 (99.7%);MA0625.1 (99.7%)	M02446_2.00 (52.0%);M03449_2.00 (51.9%);M05703_2.00 (64.7%);MA0152.1 (51.3%);MA0624.1 (52.5%);MA1525.1 (52.2%)		
H3BRD6	zf-C2H2_4,zf-C2H2,Prok-RING_1,zf-C2H2_jaz,zf-met,Rad50_zn_hook,zf-H2C2_2,HTH_Tnp_ISL3,DZR				TFS_tr_H3BRD6_H3BRD6_HUMAN:92:150_5yef_A_1.meme;TFS_tr_H3BRD6_H3BRD6_HUMAN:66:152_2i13_A_1.meme;TFS_tr_H3BRD6_H3BRD6_HUMAN:92:150_5t00_A_1.meme;TFS_tr_H3BRD6_H3BRD6_HUMAN:92:150_5kkq_A_1.meme;TFS_tr_H3BRD6_H3BRD6_HUMAN:85:150_7ysf_A_1.meme;DIMER_tr_H3BRD6_H3BRD6_HUMAN:106:145_1llm_C_1.meme	
H3BRS1	TIG,RHD		M05693_2.00 (99.7%);MA0625.1 (99.7%)	M02446_2.00 (52.0%);M03449_2.00 (51.9%);M05703_2.00 (64.7%);MA0152.1 (51.3%);MA0624.1 (52.5%);MA1525.1 (52.2%)		
H3BS42	zf-C2H2_4,zf-C2H2,C1_3,zf-C2H2_jaz,Ogr_Delta,zf-met,XPA_N,zf-H2C2_2,Yippee,RNA_pol_Rpb1_R,OrfB_Zn_ribbon,C1_4,HTH_Tnp_ISL3,Zn_Tnp_IS1595,zf-C2H2_6,DUF2709,Prok-RING_1,LIM,CxxC_CxxC_SSSS,zf-C2HC_2,FYDLN_acid,BolA		M00960_2.00 (71.0%)	M00022_2.00 (51.7%);M00134_2.00 (51.5%);M00609_2.00 (56.3%);M00619_2.00 (51.7%);M00765_2.00 (50.0%);M00782_2.00 (52.6%);M00786_2.00 (56.6%);M00939_2.00 (61.4%);M00943_2.00 (65.8%);M00944_2.00 (67.4%);M00945_2.00 (54.1%);M00948_2.00 (68.6%);M00950_2.00 (67.4%);M00952_2.00 (68.6%);M00953_2.00 (65.0%);M00955_2.00 (60.2%);M00958_2.00 (67.4%);M00959_2.00 (67.4%);M01181_2.00 (51.2%);M01432_2.00 (54.0%);M01456_2.00 (52.1%);M01457_2.00 (52.7%);M01474_2.00 (52.9%);M02924_2.00 (54.8%);M03671_2.00 (51.6%);M03682_2.00 (50.0%);M03686_2.00 (53.5%);M03702_2.00 (50.6%);M04387_2.00 (59.0%);M04465_2.00 (53.9%);M04505_2.00 (52.7%);M04524_2.00 (51.7%);M04590_2.00 (51.2%);M04598_2.00 (58.7%);M04613_2.00 (54.7%);M04621_2.00 (51.2%);M04650_2.00 (55.8%);M04653_2.00 (57.8%);M05859_2.00 (53.1%);M06039_2.00 (62.0%);M06051_2.00 (55.5%);M06053_2.00 (53.3%);M06108_2.00 (50.0%);M07566_2.00 (52.7%);M07578_2.00 (50.2%);M07579_2.00 (55.8%);M07581_2.00 (53.0%);M07587_2.00 (53.7%);M07588_2.00 (53.4%);M07590_2.00 (53.7%);M07593_2.00 (56.6%);M07598_2.00 (54.4%);M07600_2.00 (50.1%);M07605_2.00 (55.1%);M07610_2.00 (51.6%);M07635_2.00 (54.1%);M07645_2.00 (51.3%);M07658_2.00 (60.0%);M07660_2.00 (53.0%);M07683_2.00 (51.6%);M07684_2.00 (53.4%);M07689_2.00 (55.3%);M07691_2.00 (63.3%);M07700_2.00 (55.1%);M07712_2.00 (55.4%);M07714_2.00 (51.9%);M07746_2.00 (52.1%);M07761_2.00 (51.9%);M07777_2.00 (54.9%);M08247_2.00 (50.7%);M08252_2.00 (53.8%);M08255_2.00 (54.2%);M08256_2.00 (50.1%);M08267_2.00 (54.8%);M08279_2.00 (51.9%);M08291_2.00 (50.1%);M08295_2.00 (51.8%);M08311_2.00 (51.7%);M08325_2.00 (57.0%);M08329_2.00 (50.8%);M08334_2.00 (53.7%);M08335_2.00 (51.9%);M08342_2.00 (52.3%);M08355_2.00 (54.1%);M08371_2.00 (53.0%);M08373_2.00 (58.3%);M08375_2.00 (54.8%);M08392_2.00 (50.5%);M08395_2.00 (51.6%);M08889_2.00 (53.5%);M08901_2.00 (56.8%);M08903_2.00 (56.4%);M08917_2.00 (55.8%);M08934_2.00 (52.6%);M08944_2.00 (51.7%);M08985_2.00 (50.0%);MA0038.1 (51.7%);MA0038.2 (51.7%);MA0079.1 (50.0%);MA0685.1 (53.1%);MA0740.1 (51.3%);MA0747.1 (50.0%);MA1124.1 (60.1%);MA1564.1 (50.0%);MA1587.1 (55.9%);MA1589.1 (51.2%);MA1594.1 (50.7%);MA1601.1 (51.6%)		
H3BS68	zf-C2H2_4,zf-C2H2,Prok-RING_1,zf-C2H2_jaz,zf-met,Rad50_zn_hook,zf-H2C2_2,RRN7,DZR				TFS_tr_H3BS68_H3BS68_HUMAN:108:194_2i13_A_1.meme;TFS_tr_H3BS68_H3BS68_HUMAN:127:192_7ysf_A_1.meme;TFS_tr_H3BS68_H3BS68_HUMAN:149:187_2kmk_A_1.meme;TFS_tr_H3BS68_H3BS68_HUMAN:134:192_5k5h_A_1.meme;TFS_tr_H3BS68_H3BS68_HUMAN:127:188_6ml3_A_1.meme;DIMER_tr_H3BS68_H3BS68_HUMAN:148:187_1llm_D_1.meme	
H3BSL4	zf-C2H2_4,zf-C2H2,Prok-RING_1,zf-BED,zf-C2H2_jaz,zf-met,zf-H2C2_2,CxxC_CxxC_SSSS,DZR,zf-C2H2_2,zf-C2HC_2,Zn_Tnp_IS1595,zf-C2H2_6			M00952_2.00 (51.2%);M00960_2.00 (50.0%);M07678_2.00 (50.6%);MA0751.1 (50.0%)	TFS_tr_H3BSL4_H3BSL4_HUMAN:216:268_4m9v_C_1.meme;TFS_tr_H3BSL4_H3BSL4_HUMAN:194:269_5k5l_G_1.meme;TFS_tr_H3BSL4_H3BSL4_HUMAN:216:268_4gzn_C_1.meme;TFS_tr_H3BSL4_H3BSL4_HUMAN:197:268_1a1g_A_1.meme;TFS_tr_H3BSL4_H3BSL4_HUMAN:192:271_5ei9_E_1.meme	
H3BSM9	zf-C2H2_4,DUF2225,zf-LITAF-like,Elf1,zf-C2H2,DUF3449,Prok-RING_1,zf-C2H2_jaz,zf-met,zf-H2C2_2,zf-C2H2_2,zf-C2HC_2,C1_1,zf-C2H2_6,BolA		M08979_2.00 (80.5%)	M00217_2.00 (50.8%);M00608_2.00 (52.9%);M00632_2.00 (51.0%);M00939_2.00 (52.8%);M00953_2.00 (56.6%);M01883_2.00 (50.0%);M02108_2.00 (58.3%);M03583_2.00 (50.0%);M03691_2.00 (56.8%);M04465_2.00 (50.0%);M04611_2.00 (50.9%);M06087_2.00 (54.9%);M06179_2.00 (50.0%);M08397_2.00 (55.7%);M08908_2.00 (52.1%);M09002_2.00 (59.1%);M10203_2.00 (50.9%);MA0073.1 (50.9%);MA0733.1 (50.0%);MA0743.1 (55.7%);MA0744.1 (55.7%);MA1124.1 (50.9%);MA1558.1 (59.1%);MA1655.1 (57.1%)		
H3BT31	IRF,IRF-3	MA0652.1				
H3BT57	OmpH,zf-RING_LisH,DUF3583,Prok-RING_4,zf-C3HC4_3,Cep57_CLD_2,zf-B_box					
H3BT85	zf-C4	M05604_2.00				
H3BTM3	TrmB,E2F_TDP,B-block_TFIIIC	MA0470.1				
H3BTP3	HLH,Trehalase		M04215_2.00 (99.1%);M08775_2.00 (97.3%);MA0830.1 (98.5%)	M07806_2.00 (60.7%);MA0091.1 (51.6%);MA0521.1 (60.3%);MA1648.1 (63.1%)		
H3BU30	RHD	M05693_2.00				
H3BUJ7	zf-C2H2_4,zf-C2H2,zf-C2H2_jaz,zf-met,zf-H2C2_2,zf-piccolo,DZR,zf-C2H2_2,zf-C2HC_2,DUF3133,Zn_Tnp_IS1595,FYDLN_acid,zf-C2H2_6			M00948_2.00 (50.0%);M00952_2.00 (51.1%);M00960_2.00 (50.0%);M08979_2.00 (54.1%)	TFS_tr_H3BUJ7_H3BUJ7_HUMAN:488:596_5ei9_E_1.meme;TFS_tr_H3BUJ7_H3BUJ7_HUMAN:435:593_5v3m_C_1.meme;TFS_tr_H3BUJ7_H3BUJ7_HUMAN:434:597_8sst_A_1.meme;TFS_tr_H3BUJ7_H3BUJ7_HUMAN:444:596_2i13_A_1.meme;TFS_tr_H3BUJ7_H3BUJ7_HUMAN:435:593_5v3j_E_1.meme;TFS_tr_H3BUJ7_H3BUJ7_HUMAN:491:570_2kmk_A_1.meme;TFS_tr_H3BUJ7_H3BUJ7_HUMAN:516:595_1g2f_C_1.meme;TFS_tr_H3BUJ7_H3BUJ7_HUMAN:488:596_5egb_A_1.meme;TFS_tr_H3BUJ7_H3BUJ7_HUMAN:433:599_5wjq_D_1.meme	
H3BUU7	Homeobox,REV	M00274_2.00				
H3BVC2	IRF	M05543_2.00				
H3BVE4	E2F_TDP,B-block_TFIIIC	MA0470.1				
H3BVG7	zf-C2H2_4,zf-C2H2,zf-ribbon_3,Prok-RING_1,zf-HYPF,zf-C2H2_jaz,zf-met,Rad50_zn_hook,zf-H2C2_2,HTH_Tnp_ISL3,zf-C2H2_6,DZR				TFS_tr_H3BVG7_H3BVG7_HUMAN:66:152_2i13_A_1.meme;TFS_tr_H3BVG7_H3BVG7_HUMAN:85:150_7ysf_A_1.meme;DIMER_tr_H3BVG7_H3BVG7_HUMAN:106:145_1llm_C_1.meme;TFS_tr_H3BVG7_H3BVG7_HUMAN:92:150_5yef_A_1.meme;TFS_tr_H3BVG7_H3BVG7_HUMAN:92:150_5t00_A_1.meme;TFS_tr_H3BVG7_H3BVG7_HUMAN:92:150_5kkq_A_1.meme	
H6U5S2	P53_tetramer,P53,DEC-1_N,P53_TAD		M03440_2.00 (77.0%);M11197_2.00 (99.5%);MA0106.1 (99.4%)	M03438_2.00 (50.1%);MA0861.1 (51.3%)		
H6U5S3	P53_tetramer,P53,DEC-1_N,P53_TAD		M03440_2.00 (77.0%);M11197_2.00 (99.5%);MA0106.1 (99.4%)	M03438_2.00 (50.1%);MA0861.1 (51.3%)		
H6U5S4	P53,DEC-1_N,P53_TAD	M11197_2.00				
H6V745	Hormone_recep,GCR,zf-C4	MA0113.1				
H7BXP3	zf-C2H2_4,C1_4,zf-C2H2,DUF2180,zinc_ribbon_5,zf-C2H2_jaz,Trm112p,zinc_ribbon_4,zf-H2C2_2,CxxC_CxxC_SSSS,CpXC,FYDLN_acid,zf-C2H2_6,Ribosomal_L31,zf-DNA_Pol			M00943_2.00 (54.2%);M00944_2.00 (54.1%);M00948_2.00 (55.4%);M00950_2.00 (50.5%);M00952_2.00 (50.0%);M00959_2.00 (56.6%);M00960_2.00 (56.6%);M01537_2.00 (50.9%);M04387_2.00 (50.0%);M06179_2.00 (50.0%)	TFS_tr_H7BXP3_H7BXP3_HUMAN:338:613_5v3j_E_1.meme;TFS_tr_H7BXP3_H7BXP3_HUMAN:488:640_2i13_A_1.meme;TFS_tr_H7BXP3_H7BXP3_HUMAN:338:613_5v3m_C_1.meme;TFS_tr_H7BXP3_H7BXP3_HUMAN:364:640_5wjq_D_1.meme;DIMER_tr_H7BXP3_H7BXP3_HUMAN:337:386_1llm_D_1.meme;TFS_tr_H7BXP3_H7BXP3_HUMAN:367:664_7w1m_H_1.meme	
H7BXP4	IRF,IRF-3		MA0653.1 (70.9%)	M02258_2.00 (68.2%);M03334_2.00 (56.6%);M05543_2.00 (60.7%);M09243_2.00 (56.6%);MA0652.1 (60.7%);MA1419.1 (56.6%)		
H7BY00	DUF773,HLH,Toxin_trans	MA1123.1				
H7BY16	RRM_1,RRM_6,DbpA,Limkain-b1,RRM_5					h7by16.af3.1.meme;h7by16.af3.4.meme;h7by16.af3.2.meme;h7by16.af3.3.meme;h7by16.af3.5.meme;h7by16.af3.0.meme
H7BYN3	HMG_box,DUF1898,YABBY				TFS_tr_H7BYN3_H7BYN3_HUMAN:33:100_6ht5_D_1.meme;TFS_tr_H7BYN3_H7BYN3_HUMAN:25:183_6hc3_A_1.meme;TFS_tr_H7BYN3_H7BYN3_HUMAN:26:183_6hb4_A_1.meme;TFS_tr_H7BYN3_H7BYN3_HUMAN:26:183_3tq6_A_1.meme;TFS_tr_H7BYN3_H7BYN3_HUMAN:33:100_1gt0_D_1.meme;TFS_tr_H7BYN3_H7BYN3_HUMAN:25:183_3tmm_A_1.meme;TFS_tr_H7BYN3_H7BYN3_HUMAN:33:100_1o4x_B_1.meme	
H7BYU6	zf-C2H2_4,zf-C2H2,zf-C2H2_jaz,zf-met,zf-H2C2_2,zf-C2H2_2,zf-C2H2_6			M00021_2.00 (50.0%);M01397_2.00 (50.0%);M02669_2.00 (62.0%);M10151_2.00 (61.7%);MA0116.1 (58.5%)	TFS_tr_H7BYU6_H7BYU6_HUMAN:117:224_5ei9_E_1.meme;TFS_tr_H7BYU6_H7BYU6_HUMAN:118:332_5wjq_D_1.meme;TFS_tr_H7BYU6_H7BYU6_HUMAN:118:332_5v3m_C_1.meme;TFS_tr_H7BYU6_H7BYU6_HUMAN:118:332_5v3j_E_1.meme;TFS_tr_H7BYU6_H7BYU6_HUMAN:117:228_2i13_A_1.meme	
H7BZA3	HLH,PAS,PAS_3,PAS_9,PAS_4		M04158_2.00 (71.3%)	M01731_2.00 (69.7%);M01735_2.00 (52.8%);MA0626.1 (69.7%);MA0819.1 (53.3%)		
H7C092	RXT2_N,TFIIA,MBD,DUF1510,DUF2457,Sporozoite_P67,HSP90,Cenp-B_dimeris,Pox_Ag35,Daxx,Nucleoplasmin,eIF-3c_N,Paf1,SDA1,Tom37_C,Sigma70_ner,CDC45,TLP-20,Pox_RNA_Pol_19,RRN3,BSP_II,Prothymosin,Myc_N,Nop14,VID27,BUD22,NOA36				TFS_tr_H7C092_H7C092_HUMAN:71:175_7mwh_A_1.meme;TFS_tr_H7C092_H7C092_HUMAN:71:175_7fhj_A_1.meme;TFS_tr_H7C092_H7C092_HUMAN:71:175_7fhj_B_1.meme;TFS_tr_H7C092_H7C092_HUMAN:70:177_7mwl_A_1.meme;TFS_tr_H7C092_H7C092_HUMAN:71:175_7mwh_B_1.meme	
H7C0B1	Nairo_nucleo,T-box		MA0802.1 (86.8%)	M00734_2.00 (59.2%);M00833_2.00 (55.3%);M01029_2.00 (51.9%);M01030_2.00 (55.8%);M02495_2.00 (52.7%);M02496_2.00 (52.7%);M02498_2.00 (54.2%);M03554_2.00 (51.5%);M03559_2.00 (55.5%);M03563_2.00 (61.4%);M03993_2.00 (55.0%);M03994_2.00 (52.3%);M05798_2.00 (52.9%);M06453_2.00 (56.0%);M08044_2.00 (53.4%);M09650_2.00 (50.4%);MA0009.1 (53.1%);MA0009.2 (53.1%);MA0688.1 (53.4%);MA0689.1 (50.4%);MA0690.1 (59.4%);MA0800.1 (60.5%);MA0801.1 (57.6%);MA0803.1 (51.5%);MA0804.1 (53.6%);MA0806.1 (55.5%);MA0807.1 (55.3%);MA1565.1 (52.9%);MA1567.1 (53.4%)		
H7C0H1	Homeobox,LIM,Homeobox_KN,Homez	M03107_2.00				
H7C0Z2	HLH,PAS,DUF1722,PAS_9,PAS_4	M04158_2.00				
H7C1J2						h7c1j2.af3.2.meme;h7c1j2.af3.4.meme;h7c1j2.af3.0.meme;h7c1j2.af3.5.meme;h7c1j2.af3.3.meme;h7c1j2.af3.1.meme
H7C1K8	zf-C2H2_4,zf-C2H2,zf-C2H2_jaz,DUF1610,XPA_N,zf-H2C2_2,CxxC_CxxC_SSSS,zf-C2H2_2,zf-C2HC_2,DUF1340,zf-C2H2_6			M00149_2.00 (54.0%);M00217_2.00 (51.5%);M00250_2.00 (50.0%);M00618_2.00 (58.0%);M00626_2.00 (54.0%);M00645_2.00 (55.8%);M00764_2.00 (50.0%);M00782_2.00 (51.3%);M00945_2.00 (50.0%);M00950_2.00 (51.5%);M00955_2.00 (51.3%);M01033_2.00 (51.7%);M01036_2.00 (53.1%);M01042_2.00 (55.5%);M01044_2.00 (51.3%);M01443_2.00 (50.0%);M01447_2.00 (55.5%);M01468_2.00 (57.6%);M01471_2.00 (51.5%);M01538_2.00 (51.2%);M01875_2.00 (53.1%);M01883_2.00 (58.3%);M03690_2.00 (50.0%);M03710_2.00 (50.0%);M04524_2.00 (50.0%);M04621_2.00 (50.0%);M04653_2.00 (50.0%);M05853_2.00 (51.6%);M05859_2.00 (50.0%);M06119_2.00 (50.0%);M06120_2.00 (50.0%);M06135_2.00 (54.5%);M06466_2.00 (50.0%);M07578_2.00 (51.5%);M07579_2.00 (55.5%);M07581_2.00 (51.3%);M07582_2.00 (53.8%);M07590_2.00 (50.0%);M07598_2.00 (55.5%);M07605_2.00 (56.7%);M07631_2.00 (51.3%);M07645_2.00 (52.6%);M07654_2.00 (52.6%);M07660_2.00 (51.4%);M07680_2.00 (54.0%);M07683_2.00 (54.0%);M07684_2.00 (51.3%);M07702_2.00 (57.5%);M07714_2.00 (51.2%);M07729_2.00 (50.0%);M07757_2.00 (50.0%);M07761_2.00 (56.4%);M08245_2.00 (52.6%);M08292_2.00 (50.0%);M08325_2.00 (50.0%);M08329_2.00 (51.3%);M08334_2.00 (54.8%);M08335_2.00 (58.8%);M08355_2.00 (51.3%);M08357_2.00 (51.1%);M08366_2.00 (60.7%);M08390_2.00 (54.5%);M08392_2.00 (52.6%);M08395_2.00 (56.7%);M08399_2.00 (56.7%);M08540_2.00 (52.7%);M08864_2.00 (50.0%);M08870_2.00 (57.6%);M08908_2.00 (50.0%);M08934_2.00 (53.3%);M08944_2.00 (52.6%);M08977_2.00 (50.0%);M08985_2.00 (50.0%);M09002_2.00 (50.0%);M09515_2.00 (58.0%);MA0038.1 (56.6%);MA0038.2 (56.6%);MA0146.1 (54.2%);MA0472.1 (58.0%);MA0472.2 (58.0%);MA0483.1 (50.0%);MA0685.1 (50.0%);MA0733.1 (50.0%);MA0750.1 (50.0%);MA0753.1 (50.0%);MA1522.1 (50.0%);MA1558.1 (50.0%);MA1578.1 (52.7%);MA1589.1 (50.0%);MA1601.1 (54.0%)	TFS_tr_H7C1K8_H7C1K8_HUMAN:3:47_5v3m_C_1.meme;TFS_tr_H7C1K8_H7C1K8_HUMAN:2:32_5wjq_D_1.meme;TFS_tr_H7C1K8_H7C1K8_HUMAN:3:47_5v3j_E_1.meme;TFS_tr_H7C1K8_H7C1K8_HUMAN:2:35_1f2i_H_1.meme;TFS_tr_H7C1K8_H7C1K8_HUMAN:4:47_2i13_A_1.meme	
H7C1M5						h7c1m5.af3.3.meme;h7c1m5.af3.4.meme;h7c1m5.af3.1.meme;h7c1m5.af3.0.meme;h7c1m5.af3.5.meme;h7c1m5.af3.2.meme
H7C1Q0						h7c1q0.af3.1.meme;h7c1q0.af3.3.meme;h7c1q0.af3.5.meme;h7c1q0.af3.2.meme;h7c1q0.af3.4.meme;h7c1q0.af3.0.meme
H7C1Y6	Fork_head	M03058_2.00				
H7C2H0	zf-HC5HC2H,Chromo,HMG_box,PHD,C1_1,CHDNT,NADH-G_4Fe-4S_3,PHD_2			M01103_2.00 (54.3%);M01677_2.00 (54.3%);M01680_2.00 (54.3%);M01681_2.00 (54.3%)	TFS_tr_H7C2H0_H7C2H0_HUMAN:324:525_6ryu_W_1.meme;TFS_tr_H7C2H0_H7C2H0_HUMAN:324:525_6ryu_V_1.meme;TFS_tr_H7C2H0_H7C2H0_HUMAN:324:525_6ryr_W_1.meme	
H7C2N6	zf-C2H2_4,bZIP_2,bZIP_1,zf-C2H2			M00149_2.00 (50.0%);M02866_2.00 (53.3%);M04252_2.00 (51.3%);M04300_2.00 (61.6%);M09493_2.00 (51.0%);MA0840.1 (53.3%);MA1513.1 (53.5%);MA1632.1 (58.2%)	DIMER_tr_H7C2N6_H7C2N6_HUMAN:183:223_1dh3_C_1.meme;TFS_tr_H7C2N6_H7C2N6_HUMAN:183:223_5zko_C_1.meme;TFS_tr_H7C2N6_H7C2N6_HUMAN:9:38_2jp9_A_1.meme;TFS_tr_H7C2N6_H7C2N6_HUMAN:12:38_6b0o_A_1.meme;DIMER_tr_H7C2N6_H7C2N6_HUMAN:190:238_1jnm_A_1.meme;TFS_tr_H7C2N6_H7C2N6_HUMAN:9:38_2jpa_A_1.meme;TFS_tr_H7C2N6_H7C2N6_HUMAN:182:233_2wt7_A_1.meme;TFS_tr_H7C2N6_H7C2N6_HUMAN:12:38_2prt_A_1.meme;TFS_tr_H7C2N6_H7C2N6_HUMAN:183:238_1t2k_D_1.meme;DIMER_tr_H7C2N6_H7C2N6_HUMAN:190:230_2c9n_Y_1.meme;DIMER_tr_H7C2N6_H7C2N6_HUMAN:190:230_2c9l_Z_1.meme;DIMER_tr_H7C2N6_H7C2N6_HUMAN:183:223_5zko_C_1.meme;DIMER_tr_H7C2N6_H7C2N6_HUMAN:190:236_1s9k_E_1.meme;DIMER_tr_H7C2N6_H7C2N6_HUMAN:190:238_5t01_B_1.meme	
H7C414	zf-C2H2_4,zf-H2C2_2,zf-C2H2,zf-H2C2_5				TFS_tr_H7C414_H7C414_HUMAN:593:730_2i13_A_1.meme;DIMER_tr_H7C414_H7C414_HUMAN:685:735_1llm_C_1.meme;TFS_tr_H7C414_H7C414_HUMAN:543:800_7w1m_H_1.meme;TFS_tr_H7C414_H7C414_HUMAN:543:735_8sss_A_1.meme;TFS_tr_H7C414_H7C414_HUMAN:543:735_8sst_A_1.meme;TFS_tr_H7C414_H7C414_HUMAN:601:800_8ssu_A_1.meme	
H7C4B6	bZIP_2,bZIP_1,bZIP_Maf	MA1633.1				
H7C4N4	TF_AP-2	M02769_2.00				
H7C4Q8	DUSP,GTF2I				TFS_tr_H7C4Q8_H7C4Q8_HUMAN:222:248_7c9o_C_1.meme	
H7C4S2	HMG_box,DUF1898,AXH		M00194_2.00 (94.0%)			
H7C528	SAM_1,SAM_PNT,SAM_2					
H7C574	HMG_box,DUF1898,MAT_Alpha1		M00194_2.00 (96.4%)	MA1463.1 (60.0%)		
H7C5E5	TF_AP-2		M02769_2.00 (88.5%);M03586_2.00 (94.4%);MA0003.1 (90.3%)	M08705_2.00 (67.1%);MA0524.1 (66.9%);MA0811.1 (67.1%);MA1569.1 (66.8%)		
H9KV89	zf-C2H2_4,C1_4,zf-RING_3,zf-C2H2,DNA_RNApol_7kD,zf-C2H2_jaz,KRAB,XPA_N,zf-H2C2_2,CxxC_CxxC_SSSS,CpXC,zf-C2H2_6,LIM	M07725_2.00				
H9KVB1	RunxI,Runt	M09371_2.00				
H9NIM2	DUF2318,Hormone_recep,zf-C4	MA1535.1				
H9NIM3	DUF3892,DUF2318,Hormone_recep,zf-C4	M05599_2.00				
H9U921	HMG_box,DUF1908,DUF1898		MA0084.1 (99.5%);MA0866.1 (70.3%)	M00197_2.00 (52.0%);M00201_2.00 (52.0%);M00204_2.00 (53.9%);M00212_2.00 (54.7%);M02488_2.00 (52.2%);M03508_2.00 (67.0%);M03516_2.00 (52.5%);M03533_2.00 (57.5%);M03537_2.00 (50.6%);M03979_2.00 (64.2%);M03981_2.00 (50.6%);M03983_2.00 (64.6%);M05754_2.00 (52.0%);M05892_2.00 (54.7%);M09404_2.00 (51.2%);M09408_2.00 (56.7%);M09410_2.00 (55.8%);M09694_2.00 (63.6%);M11309_2.00 (51.2%);MA0077.1 (52.0%);MA0078.1 (50.0%);MA0087.1 (51.2%);MA0142.1 (67.0%);MA0143.4 (67.8%);MA0442.1 (50.6%);MA0515.1 (54.7%);MA0867.1 (54.5%);MA0868.1 (52.0%);MA0869.1 (56.2%);MA0870.1 (69.5%);MA1120.1 (54.7%);MA1152.1 (67.0%);MA1561.1 (53.7%);MA1562.1 (66.6%);MA1563.1 (52.5%)		
H9U923	HMG_box,DUF1908,DUF1898		MA0084.1 (99.5%)	M00197_2.00 (50.6%);M00201_2.00 (50.6%);M00204_2.00 (52.6%);M00212_2.00 (53.4%);M02488_2.00 (51.1%);M03508_2.00 (65.8%);M03516_2.00 (51.2%);M03533_2.00 (55.0%);M03979_2.00 (63.0%);M03983_2.00 (63.4%);M05754_2.00 (50.6%);M05892_2.00 (53.4%);M09404_2.00 (50.0%);M09408_2.00 (55.9%);M09410_2.00 (54.5%);M09694_2.00 (62.3%);M11309_2.00 (50.0%);MA0077.1 (50.6%);MA0087.1 (50.0%);MA0142.1 (65.9%);MA0143.4 (66.6%);MA0515.1 (53.4%);MA0866.1 (69.1%);MA0867.1 (53.2%);MA0868.1 (50.6%);MA0869.1 (55.0%);MA0870.1 (68.2%);MA1120.1 (53.4%);MA1152.1 (65.8%);MA1561.1 (52.5%);MA1562.1 (65.4%);MA1563.1 (51.2%)		
H9U933	HMG_box,DUF1908,DUF1898		MA0084.1 (99.0%)	M00197_2.00 (52.0%);M00201_2.00 (52.0%);M00204_2.00 (53.9%);M00212_2.00 (54.7%);M02488_2.00 (51.1%);M03508_2.00 (65.8%);M03516_2.00 (52.5%);M03533_2.00 (57.5%);M03537_2.00 (50.6%);M03979_2.00 (62.0%);M03981_2.00 (50.6%);M03983_2.00 (62.1%);M05754_2.00 (52.0%);M05892_2.00 (56.1%);M09404_2.00 (51.2%);M09408_2.00 (55.9%);M09410_2.00 (54.5%);M09694_2.00 (62.3%);M11309_2.00 (51.2%);MA0077.1 (52.0%);MA0078.1 (50.0%);MA0087.1 (51.2%);MA0142.1 (65.9%);MA0143.4 (66.6%);MA0442.1 (50.6%);MA0515.1 (56.1%);MA0866.1 (67.9%);MA0867.1 (53.2%);MA0868.1 (52.0%);MA0869.1 (55.0%);MA0870.1 (68.2%);MA1120.1 (54.7%);MA1152.1 (65.8%);MA1561.1 (52.5%);MA1562.1 (65.4%);MA1563.1 (52.5%)		
