TF_name	TF_family	Identical_PWM	Homologous_PWM	Relatively_Homologous_PWM	ModCRE	AlphaFold
Q49A12		M08295_2.00				
Q49A33			M00955_2.00 (72.6%)	M00142_2.00 (51.3%);M00149_2.00 (55.4%);M00224_2.00 (50.0%);M00782_2.00 (52.4%);M00939_2.00 (57.6%);M00943_2.00 (58.3%);M00944_2.00 (56.4%);M00945_2.00 (56.9%);M00948_2.00 (56.4%);M00950_2.00 (58.8%);M00952_2.00 (60.0%);M00953_2.00 (58.8%);M00958_2.00 (57.6%);M00959_2.00 (57.1%);M00960_2.00 (60.0%);M02924_2.00 (59.4%);M04465_2.00 (50.7%);M04475_2.00 (50.3%);M04598_2.00 (52.1%);M04610_2.00 (51.2%);M04611_2.00 (53.4%);M04653_2.00 (53.9%);M05853_2.00 (51.4%);M06108_2.00 (52.5%);M07562_2.00 (52.7%);M07575_2.00 (58.7%);M07590_2.00 (50.9%);M07598_2.00 (50.5%);M07649_2.00 (57.3%);M07650_2.00 (55.7%);M07658_2.00 (51.1%);M07678_2.00 (53.2%);M07683_2.00 (51.0%);M07686_2.00 (55.7%);M07689_2.00 (54.4%);M07700_2.00 (51.7%);M07707_2.00 (54.6%);M07714_2.00 (59.9%);M07729_2.00 (50.2%);M07733_2.00 (50.5%);M07753_2.00 (50.7%);M07761_2.00 (54.5%);M07762_2.00 (50.0%);M08252_2.00 (52.4%);M08255_2.00 (53.2%);M08256_2.00 (52.4%);M08267_2.00 (50.7%);M08309_2.00 (52.4%);M08325_2.00 (54.9%);M08335_2.00 (51.0%);M08347_2.00 (51.7%);M08355_2.00 (52.4%);M08375_2.00 (52.1%);M08395_2.00 (50.9%);M08860_2.00 (50.5%);M08901_2.00 (53.6%);M08914_2.00 (50.7%);M08934_2.00 (62.1%);M08935_2.00 (51.7%);M08944_2.00 (50.5%);M08985_2.00 (62.0%);MA1124.1 (56.8%);MA1587.1 (52.4%);MA1592.1 (51.7%);MA1601.1 (51.0%);MA1602.1 (52.9%)		
Q49AA0		M07686_2.00				
Q4FD37			MA1653.1 (97.9%)	M00143_2.00 (53.6%);M00955_2.00 (51.8%);M07757_2.00 (53.5%);M10303_2.00 (52.4%);MA0753.1 (53.6%)		
Q4G0T0			M00765_2.00 (72.7%);M00954_2.00 (70.5%);M05859_2.00 (75.4%);MA0079.1 (70.9%);MA0685.1 (75.4%);MA0746.1 (73.6%);MA0747.1 (91.2%)	M00036_2.00 (52.6%);M00134_2.00 (56.9%);M00224_2.00 (57.9%);M00249_2.00 (53.0%);M00617_2.00 (58.8%);M00632_2.00 (59.4%);M00647_2.00 (57.8%);M00777_2.00 (69.8%);M00779_2.00 (56.1%);M00943_2.00 (52.5%);M00948_2.00 (50.0%);M00950_2.00 (52.5%);M00951_2.00 (67.0%);M00952_2.00 (51.2%);M00960_2.00 (50.0%);M01039_2.00 (50.8%);M01041_2.00 (51.0%);M01180_2.00 (50.0%);M01436_2.00 (50.0%);M01441_2.00 (50.0%);M01445_2.00 (50.6%);M01470_2.00 (50.0%);M01529_2.00 (51.8%);M01538_2.00 (54.7%);M02731_2.00 (50.0%);M02903_2.00 (68.4%);M03671_2.00 (50.0%);M03692_2.00 (50.0%);M03710_2.00 (51.2%);M04430_2.00 (53.4%);M04463_2.00 (55.6%);M04475_2.00 (51.2%);M04555_2.00 (67.9%);M06122_2.00 (55.5%);M06135_2.00 (64.1%);M06169_2.00 (58.3%);M06466_2.00 (64.2%);M08246_2.00 (67.4%);M08320_2.00 (52.2%);M08342_2.00 (50.5%);M08373_2.00 (51.2%);M08525_2.00 (54.9%);M08867_2.00 (52.5%);M08968_2.00 (53.0%);M09008_2.00 (55.6%);M10303_2.00 (51.4%);MA0039.1 (55.6%);MA0039.3 (55.6%);MA0493.1 (55.6%);MA0508.1 (50.0%);MA0516.1 (66.3%);MA0599.1 (59.5%);MA0657.1 (61.6%);MA0740.1 (67.4%);MA0742.1 (53.4%);MA1107.1 (69.8%);MA1508.1 (50.7%);MA1511.1 (67.4%);MA1512.1 (67.9%);MA1513.1 (64.2%);MA1515.1 (56.8%);MA1516.1 (55.6%);MA1517.1 (57.4%);MA1564.1 (61.4%);MA1602.1 (51.3%);MA1627.1 (53.0%);MA1651.1 (51.2%)		
Q4G112		M05522_2.00				
Q4G131			M00955_2.00 (78.8%);M07687_2.00 (70.7%);M07715_2.00 (99.0%);M08921_2.00 (71.2%)	M00224_2.00 (52.6%);M00609_2.00 (53.2%);M00645_2.00 (50.6%);M00764_2.00 (50.0%);M00782_2.00 (53.9%);M00939_2.00 (62.3%);M00943_2.00 (62.3%);M00944_2.00 (63.5%);M00945_2.00 (58.6%);M00948_2.00 (61.1%);M00950_2.00 (64.7%);M00952_2.00 (61.1%);M00953_2.00 (64.7%);M00958_2.00 (62.3%);M00959_2.00 (61.1%);M00960_2.00 (62.3%);M01181_2.00 (55.1%);M01442_2.00 (50.8%);M01474_2.00 (50.0%);M02896_2.00 (50.7%);M02924_2.00 (59.2%);M03671_2.00 (50.8%);M03686_2.00 (51.2%);M04387_2.00 (55.8%);M04430_2.00 (51.0%);M04465_2.00 (54.2%);M04590_2.00 (50.0%);M04611_2.00 (56.8%);M04621_2.00 (54.5%);M04650_2.00 (58.3%);M06072_2.00 (50.0%);M06179_2.00 (50.0%);M07562_2.00 (51.1%);M07565_2.00 (66.5%);M07575_2.00 (62.1%);M07578_2.00 (57.5%);M07581_2.00 (54.8%);M07586_2.00 (63.8%);M07587_2.00 (50.7%);M07605_2.00 (55.9%);M07649_2.00 (51.8%);M07660_2.00 (51.0%);M07678_2.00 (54.6%);M07683_2.00 (52.0%);M07714_2.00 (66.3%);M07727_2.00 (53.7%);M07753_2.00 (53.0%);M07761_2.00 (60.4%);M07767_2.00 (56.8%);M07775_2.00 (66.3%);M08254_2.00 (50.0%);M08267_2.00 (55.0%);M08292_2.00 (50.5%);M08295_2.00 (66.6%);M08314_2.00 (52.2%);M08325_2.00 (58.3%);M08329_2.00 (54.1%);M08334_2.00 (54.8%);M08335_2.00 (54.0%);M08355_2.00 (56.5%);M08373_2.00 (52.2%);M08375_2.00 (58.4%);M08381_2.00 (67.3%);M08395_2.00 (50.7%);M08901_2.00 (53.9%);M08934_2.00 (69.0%);M08985_2.00 (63.3%);M09008_2.00 (50.0%);M10391_2.00 (50.0%);MA0493.1 (50.0%);MA0731.1 (50.7%);MA0742.1 (51.0%);MA1124.1 (56.6%);MA1599.1 (64.3%);MA1601.1 (52.0%);MA1656.1 (51.2%)		
Q4G137			M07582_2.00 (97.5%);M07620_2.00 (71.8%)	M00782_2.00 (53.2%);M00786_2.00 (50.5%);M00939_2.00 (61.1%);M00943_2.00 (57.6%);M00944_2.00 (58.8%);M00948_2.00 (57.6%);M00950_2.00 (56.4%);M00952_2.00 (58.8%);M00953_2.00 (56.4%);M00955_2.00 (57.6%);M00958_2.00 (57.6%);M00959_2.00 (57.6%);M00960_2.00 (57.6%);M01456_2.00 (50.9%);M02924_2.00 (56.3%);M03671_2.00 (50.0%);M04387_2.00 (53.2%);M04515_2.00 (52.4%);M04536_2.00 (51.0%);M04611_2.00 (50.0%);M04613_2.00 (53.3%);M04621_2.00 (52.6%);M07562_2.00 (51.2%);M07579_2.00 (52.9%);M07581_2.00 (53.9%);M07588_2.00 (50.6%);M07590_2.00 (53.0%);M07593_2.00 (50.6%);M07638_2.00 (52.6%);M07657_2.00 (52.8%);M07660_2.00 (53.2%);M07678_2.00 (53.1%);M07712_2.00 (54.4%);M07747_2.00 (50.9%);M07753_2.00 (53.8%);M08245_2.00 (51.9%);M08252_2.00 (55.5%);M08255_2.00 (50.5%);M08263_2.00 (53.4%);M08279_2.00 (53.5%);M08283_2.00 (50.0%);M08292_2.00 (51.3%);M08314_2.00 (53.4%);M08329_2.00 (51.4%);M08334_2.00 (51.1%);M08335_2.00 (52.1%);M08355_2.00 (53.6%);M08375_2.00 (55.0%);M08395_2.00 (53.6%);M08985_2.00 (50.0%);MA1124.1 (51.5%);MA1593.1 (50.5%)		
Q4G180		M07775_2.00				
Q4G1C8			M07684_2.00 (99.4%)	M00149_2.00 (55.5%);M00764_2.00 (55.8%);M00769_2.00 (50.0%);M00774_2.00 (66.6%);M02913_2.00 (55.8%);M02924_2.00 (53.2%);M04465_2.00 (66.6%);M04483_2.00 (60.9%);M04505_2.00 (61.2%);M04530_2.00 (50.4%);M04611_2.00 (50.4%);M04613_2.00 (56.1%);M04615_2.00 (52.8%);M04650_2.00 (59.2%);M05853_2.00 (57.5%);M07562_2.00 (55.7%);M07565_2.00 (57.1%);M07566_2.00 (55.2%);M07567_2.00 (50.0%);M07579_2.00 (52.3%);M07582_2.00 (65.8%);M07583_2.00 (50.0%);M07586_2.00 (57.1%);M07588_2.00 (56.0%);M07598_2.00 (58.1%);M07600_2.00 (52.5%);M07605_2.00 (53.4%);M07607_2.00 (51.6%);M07618_2.00 (58.1%);M07620_2.00 (61.2%);M07623_2.00 (57.5%);M07627_2.00 (51.1%);M07628_2.00 (55.8%);M07631_2.00 (58.1%);M07634_2.00 (56.0%);M07635_2.00 (52.9%);M07646_2.00 (58.1%);M07654_2.00 (52.3%);M07656_2.00 (50.9%);M07657_2.00 (55.8%);M07658_2.00 (56.2%);M07659_2.00 (56.7%);M07662_2.00 (50.0%);M07667_2.00 (58.1%);M07674_2.00 (52.2%);M07679_2.00 (52.3%);M07683_2.00 (56.8%);M07687_2.00 (52.6%);M07688_2.00 (58.1%);M07689_2.00 (65.0%);M07691_2.00 (52.5%);M07699_2.00 (60.5%);M07700_2.00 (53.4%);M07701_2.00 (58.6%);M07702_2.00 (55.0%);M07707_2.00 (62.5%);M07714_2.00 (50.0%);M07715_2.00 (50.0%);M07717_2.00 (56.7%);M07720_2.00 (55.0%);M07723_2.00 (52.1%);M07725_2.00 (51.1%);M07729_2.00 (57.5%);M07750_2.00 (50.0%);M07754_2.00 (58.6%);M07756_2.00 (57.5%);M07761_2.00 (56.2%);M07763_2.00 (52.6%);M07764_2.00 (52.6%);M07767_2.00 (56.0%);M07770_2.00 (50.0%);M07775_2.00 (55.5%);M07777_2.00 (55.0%);M08234_2.00 (51.1%);M08245_2.00 (57.5%);M08252_2.00 (55.2%);M08255_2.00 (57.1%);M08256_2.00 (56.6%);M08263_2.00 (62.7%);M08274_2.00 (53.8%);M08279_2.00 (57.5%);M08292_2.00 (56.7%);M08300_2.00 (50.0%);M08309_2.00 (55.5%);M08311_2.00 (63.3%);M08312_2.00 (60.0%);M08314_2.00 (53.6%);M08330_2.00 (52.5%);M08335_2.00 (60.0%);M08342_2.00 (52.6%);M08347_2.00 (50.0%);M08366_2.00 (52.9%);M08371_2.00 (58.4%);M08386_2.00 (52.5%);M08399_2.00 (50.0%);M08859_2.00 (50.0%);M08860_2.00 (50.9%);M08887_2.00 (53.2%);M08903_2.00 (57.3%);M08914_2.00 (58.6%);M08917_2.00 (50.6%);M08921_2.00 (50.0%);M08934_2.00 (50.0%);M08935_2.00 (60.9%);M08949_2.00 (58.6%);M08985_2.00 (53.0%);MA0056.1 (57.1%);MA0130.1 (52.8%);MA1124.1 (51.3%);MA1583.1 (55.8%);MA1587.1 (55.5%);MA1588.1 (55.0%);MA1589.1 (55.0%);MA1593.1 (60.4%);MA1594.1 (57.5%);MA1596.1 (54.3%);MA1597.1 (60.5%);MA1599.1 (52.3%);MA1600.1 (58.1%);MA1602.1 (54.5%);MA1656.1 (57.4%)		
Q4JHB5		M04848_2.00				
Q4JHB6		M04848_2.00				
Q4JHB7			M03034_2.00 (72.7%);M04827_2.00 (72.3%);M04848_2.00 (97.4%);MA0033.1 (70.0%);MA1607.1 (92.8%)	M00044_2.00 (51.6%);M00164_2.00 (69.9%);M00664_2.00 (51.5%);M00665_2.00 (54.5%);M00791_2.00 (66.2%);M01002_2.00 (52.5%);M01014_2.00 (50.0%);M01016_2.00 (52.5%);M01227_2.00 (50.0%);M01974_2.00 (67.4%);M01982_2.00 (64.6%);M01983_2.00 (57.5%);M01987_2.00 (55.4%);M01990_2.00 (57.3%);M03046_2.00 (57.6%);M03058_2.00 (62.5%);M03735_2.00 (55.1%);M03741_2.00 (64.6%);M03743_2.00 (59.5%);M09093_2.00 (54.7%);M09104_2.00 (54.2%);M09669_2.00 (65.1%);M10528_2.00 (54.0%);M10565_2.00 (60.8%);M10570_2.00 (59.3%);M10571_2.00 (64.6%);MA0030.1 (63.5%);MA0031.1 (52.7%);MA0032.1 (64.6%);MA0040.1 (57.2%);MA0041.1 (63.6%);MA0042.1 (68.0%);MA0047.1 (57.1%);MA0047.2 (58.1%);MA0047.3 (58.1%);MA0148.1 (53.5%);MA0613.1 (66.2%);MA0614.1 (54.0%);MA0845.1 (57.5%);MA0846.1 (65.6%);MA0847.1 (55.6%);MA0851.1 (57.6%);MA0852.1 (51.9%);MA0852.2 (50.9%);MA1103.1 (53.1%);MA1487.1 (66.6%);MA1489.1 (50.0%);MA1606.1 (63.5%);MA1683.1 (55.1%)		
Q4JI39			M03538_2.00 (71.7%);MA0084.1 (99.4%);MA0514.1 (71.7%);MA0866.1 (70.3%)	M00197_2.00 (52.0%);M00201_2.00 (52.0%);M00204_2.00 (53.9%);M00212_2.00 (54.7%);M02488_2.00 (52.2%);M03508_2.00 (67.0%);M03533_2.00 (57.5%);M03537_2.00 (50.6%);M03979_2.00 (64.2%);M03981_2.00 (50.6%);M03983_2.00 (64.6%);M05754_2.00 (52.0%);M05892_2.00 (54.7%);M09404_2.00 (51.2%);M09408_2.00 (56.7%);M09410_2.00 (55.8%);M09694_2.00 (63.6%);M11309_2.00 (51.2%);MA0077.1 (52.0%);MA0078.1 (50.0%);MA0087.1 (51.2%);MA0142.1 (67.0%);MA0143.4 (67.8%);MA0442.1 (50.6%);MA0515.1 (54.7%);MA0867.1 (54.5%);MA0868.1 (52.0%);MA0869.1 (56.2%);MA0870.1 (69.5%);MA1120.1 (54.7%);MA1152.1 (67.0%);MA1561.1 (53.7%);MA1562.1 (66.6%);MA1563.1 (52.5%)		
Q4KMQ4				M07842_2.00 (61.7%)		
Q4KR72			M00505_2.00 (92.6%);MA0901.1 (99.6%)	M00391_2.00 (50.0%);M00392_2.00 (50.8%);M00410_2.00 (53.3%);M00476_2.00 (50.0%);M00494_2.00 (50.0%);M00508_2.00 (57.3%);M00538_2.00 (52.4%);M02150_2.00 (50.0%);M02166_2.00 (51.7%);M02196_2.00 (50.8%);M02214_2.00 (56.1%);M03253_2.00 (53.4%);M03775_2.00 (54.3%);M04959_2.00 (50.0%);M05105_2.00 (52.6%);M05272_2.00 (51.8%);M06248_2.00 (55.5%);M06329_2.00 (50.0%);M06549_2.00 (50.0%);M09196_2.00 (50.0%);M09204_2.00 (50.8%);MA0132.2 (50.0%);MA0158.1 (51.7%);MA0594.1 (51.7%);MA0594.2 (51.7%);MA0650.1 (56.5%);MA0651.1 (60.0%);MA0661.1 (50.0%);MA0873.1 (52.4%);MA0904.1 (51.7%);MA0904.2 (51.7%);MA0905.1 (53.4%);MA0906.1 (57.3%);MA0908.1 (56.9%);MA0913.1 (52.6%);MA0913.2 (52.6%);MA1495.1 (50.0%);MA1497.1 (50.0%);MA1498.1 (50.0%);MA1499.1 (50.8%);MA1500.1 (50.0%);MA1503.1 (53.3%);MA1505.1 (50.0%);MA1506.1 (53.4%)		
Q4LE39						
Q4LE49						
Q4LE66		MA0773.1				
Q4V348				M00134_2.00 (55.5%);M00142_2.00 (52.5%);M00149_2.00 (51.2%);M00217_2.00 (50.7%);M00645_2.00 (53.2%);M00782_2.00 (61.4%);M00786_2.00 (55.2%);M00939_2.00 (68.2%);M00943_2.00 (64.7%);M00944_2.00 (63.5%);M00945_2.00 (56.3%);M00948_2.00 (61.1%);M00950_2.00 (61.1%);M00952_2.00 (65.8%);M00953_2.00 (62.3%);M00955_2.00 (63.5%);M00958_2.00 (62.3%);M00959_2.00 (63.5%);M00960_2.00 (63.5%);M01044_2.00 (52.7%);M01440_2.00 (52.7%);M02896_2.00 (52.8%);M02924_2.00 (62.8%);M04387_2.00 (54.9%);M04465_2.00 (54.2%);M04505_2.00 (51.7%);M04536_2.00 (50.4%);M04590_2.00 (50.0%);M04598_2.00 (55.1%);M04613_2.00 (60.1%);M04621_2.00 (54.9%);M04650_2.00 (58.9%);M04653_2.00 (69.3%);M05853_2.00 (51.4%);M07562_2.00 (51.4%);M07578_2.00 (55.3%);M07579_2.00 (52.2%);M07581_2.00 (52.4%);M07582_2.00 (57.6%);M07590_2.00 (58.3%);M07593_2.00 (50.3%);M07598_2.00 (53.0%);M07605_2.00 (54.7%);M07607_2.00 (51.3%);M07635_2.00 (57.6%);M07648_2.00 (51.4%);M07649_2.00 (57.2%);M07667_2.00 (57.4%);M07678_2.00 (50.9%);M07684_2.00 (50.6%);M07686_2.00 (58.9%);M07689_2.00 (60.1%);M07699_2.00 (51.7%);M07700_2.00 (58.4%);M07714_2.00 (52.0%);M07720_2.00 (50.5%);M07723_2.00 (51.7%);M07727_2.00 (50.1%);M07729_2.00 (52.4%);M07740_2.00 (53.0%);M07753_2.00 (54.0%);M07761_2.00 (50.6%);M07764_2.00 (57.7%);M08245_2.00 (58.5%);M08252_2.00 (53.0%);M08254_2.00 (54.7%);M08255_2.00 (50.3%);M08256_2.00 (52.0%);M08263_2.00 (51.8%);M08267_2.00 (59.0%);M08279_2.00 (51.2%);M08292_2.00 (50.8%);M08309_2.00 (56.2%);M08325_2.00 (60.1%);M08329_2.00 (59.3%);M08334_2.00 (55.5%);M08342_2.00 (50.6%);M08347_2.00 (55.6%);M08355_2.00 (60.9%);M08371_2.00 (53.8%);M08373_2.00 (56.1%);M08375_2.00 (59.7%);M08390_2.00 (50.7%);M08395_2.00 (56.2%);M08399_2.00 (50.0%);M08540_2.00 (50.0%);M08860_2.00 (53.4%);M08914_2.00 (50.0%);M08934_2.00 (53.0%);M08944_2.00 (59.4%);M08985_2.00 (62.0%);MA0528.1 (50.6%);MA0731.1 (52.8%);MA1124.1 (59.6%);MA1154.1 (51.7%);MA1587.1 (61.8%);MA1589.1 (54.9%);MA1596.1 (50.1%);MA1597.1 (50.5%);MA1602.1 (56.8%)		
Q4VAU3			M02211_2.00 (71.9%);M05019_2.00 (99.3%);M06224_2.00 (86.5%);M09186_2.00 (85.3%);M09193_2.00 (75.9%);M10761_2.00 (71.6%);MA0465.1 (80.1%);MA0878.1 (99.3%);MA1473.1 (74.4%)	M00391_2.00 (58.6%);M00392_2.00 (52.6%);M00403_2.00 (51.2%);M00410_2.00 (57.1%);M00422_2.00 (63.1%);M00451_2.00 (52.9%);M00462_2.00 (50.0%);M00469_2.00 (51.8%);M00474_2.00 (55.0%);M00476_2.00 (51.1%);M00494_2.00 (53.5%);M00532_2.00 (57.8%);M01250_2.00 (55.0%);M02050_2.00 (52.5%);M02128_2.00 (52.9%);M02150_2.00 (50.5%);M02166_2.00 (62.5%);M02205_2.00 (57.4%);M02214_2.00 (53.5%);M02220_2.00 (50.0%);M03104_2.00 (54.3%);M03253_2.00 (55.9%);M03271_2.00 (54.3%);M03775_2.00 (53.8%);M03799_2.00 (50.6%);M04959_2.00 (56.1%);M05100_2.00 (51.8%);M05105_2.00 (56.9%);M05272_2.00 (51.8%);M05312_2.00 (56.8%);M05392_2.00 (50.9%);M05394_2.00 (55.9%);M06227_2.00 (55.4%);M06232_2.00 (51.7%);M06248_2.00 (62.9%);M06264_2.00 (52.6%);M06326_2.00 (50.0%);M06329_2.00 (51.8%);M06545_2.00 (59.2%);M06549_2.00 (52.3%);M06910_2.00 (52.5%);M06914_2.00 (52.5%);M06924_2.00 (51.0%);M09170_2.00 (55.9%);M09196_2.00 (56.1%);M09206_2.00 (54.8%);M09680_2.00 (64.7%);M10754_2.00 (50.9%);MA0158.1 (63.1%);MA0485.1 (55.7%);MA0485.2 (55.7%);MA0594.1 (60.3%);MA0594.2 (60.3%);MA0618.1 (50.9%);MA0650.1 (50.8%);MA0661.1 (51.5%);MA0706.1 (54.3%);MA0890.1 (50.0%);MA0893.1 (51.8%);MA0896.1 (50.9%);MA0898.1 (50.9%);MA0899.1 (55.9%);MA0900.1 (51.2%);MA0904.1 (63.1%);MA0904.2 (63.1%);MA0905.1 (55.9%);MA0907.1 (54.3%);MA0908.1 (52.5%);MA0911.1 (53.6%);MA0912.1 (57.6%);MA0912.2 (57.6%);MA0913.1 (56.9%);MA0913.2 (56.9%);MA1495.1 (56.1%);MA1496.1 (63.1%);MA1497.1 (53.5%);MA1498.1 (52.4%);MA1500.1 (53.5%);MA1501.1 (54.8%);MA1503.1 (57.1%);MA1505.1 (58.6%);MA1506.1 (54.2%);MA1507.1 (61.4%);MA1530.1 (50.0%)		
Q4VAU5		M05019_2.00				
Q4W4C6		M11139_2.00				
Q4W4C7		MA0065.1				
Q4W5E8		MA0727.1				
Q4W5N2		M07586_2.00				
Q4ZG79			M00134_2.00 (96.4%);M00224_2.00 (77.6%);M00617_2.00 (71.4%);M04430_2.00 (76.8%);M04463_2.00 (72.5%);M06169_2.00 (77.9%);M09008_2.00 (77.6%);MA0039.1 (72.5%);MA0039.3 (72.5%);MA0493.1 (76.4%);MA0599.1 (82.7%);MA0742.1 (76.8%);MA1515.1 (72.5%);MA1516.1 (77.7%)	M00249_2.00 (55.4%);M00632_2.00 (54.0%);M00645_2.00 (60.8%);M00647_2.00 (51.7%);M00765_2.00 (57.4%);M00777_2.00 (61.4%);M00779_2.00 (69.4%);M00943_2.00 (52.6%);M00945_2.00 (50.5%);M00948_2.00 (51.3%);M00950_2.00 (55.2%);M00952_2.00 (51.3%);M00960_2.00 (52.6%);M01035_2.00 (50.0%);M01042_2.00 (54.7%);M01432_2.00 (50.0%);M01442_2.00 (50.8%);M01447_2.00 (57.1%);M01529_2.00 (50.7%);M01537_2.00 (50.0%);M01538_2.00 (50.0%);M01883_2.00 (57.1%);M02903_2.00 (59.6%);M03682_2.00 (59.7%);M04555_2.00 (64.7%);M05859_2.00 (57.4%);M06072_2.00 (59.0%);M06122_2.00 (60.0%);M06135_2.00 (50.0%);M06466_2.00 (50.0%);M07605_2.00 (51.3%);M07714_2.00 (50.0%);M08246_2.00 (67.4%);M08357_2.00 (51.3%);M08375_2.00 (50.0%);M08540_2.00 (50.0%);M08867_2.00 (69.4%);M08944_2.00 (51.3%);M08968_2.00 (55.4%);M09515_2.00 (60.6%);MA0079.1 (57.4%);MA0162.1 (62.5%);MA0162.2 (62.5%);MA0472.1 (60.6%);MA0472.2 (60.6%);MA0516.1 (51.1%);MA0528.1 (52.5%);MA0657.1 (61.7%);MA0685.1 (57.4%);MA0732.1 (62.5%);MA0740.1 (62.6%);MA0741.1 (53.2%);MA0746.1 (57.4%);MA0747.1 (54.1%);MA1107.1 (56.7%);MA1511.1 (67.4%);MA1512.1 (64.7%);MA1513.1 (62.3%);MA1514.1 (59.2%);MA1564.1 (54.1%);MA1587.1 (50.0%);MA1627.1 (55.4%)		
Q504V9			MA1655.1 (98.8%)	M01042_2.00 (51.1%);M01447_2.00 (51.1%);M01538_2.00 (51.1%);M03691_2.00 (57.1%);M03711_2.00 (51.9%);M06087_2.00 (56.8%);M06135_2.00 (51.0%);M08397_2.00 (56.6%);M08979_2.00 (57.1%);M09002_2.00 (55.1%);MA0743.1 (56.6%);MA0744.1 (56.6%);MA1558.1 (55.1%)		
Q52MX7			MA0084.1 (99.4%);MA0866.1 (70.3%)	M00197_2.00 (52.0%);M00201_2.00 (52.0%);M00204_2.00 (53.3%);M00212_2.00 (54.7%);M02488_2.00 (52.2%);M03508_2.00 (67.0%);M03516_2.00 (53.3%);M03533_2.00 (57.5%);M03537_2.00 (50.6%);M03979_2.00 (64.2%);M03981_2.00 (50.6%);M03983_2.00 (64.6%);M05754_2.00 (52.0%);M05892_2.00 (54.7%);M09404_2.00 (51.2%);M09408_2.00 (56.7%);M09410_2.00 (55.8%);M09694_2.00 (63.6%);M11309_2.00 (51.2%);MA0077.1 (52.0%);MA0087.1 (51.2%);MA0142.1 (65.9%);MA0143.4 (66.6%);MA0442.1 (50.6%);MA0515.1 (54.7%);MA0867.1 (54.5%);MA0868.1 (52.0%);MA0869.1 (56.2%);MA0870.1 (68.2%);MA1120.1 (54.7%);MA1152.1 (67.0%);MA1561.1 (53.7%);MA1562.1 (66.6%);MA1563.1 (53.3%)		
Q52MX8			MA0084.1 (99.4%);MA0866.1 (70.3%)	M00197_2.00 (52.0%);M00201_2.00 (52.0%);M00204_2.00 (53.9%);M00212_2.00 (54.7%);M02488_2.00 (52.2%);M03508_2.00 (67.0%);M03516_2.00 (52.5%);M03533_2.00 (57.5%);M03537_2.00 (50.6%);M03979_2.00 (64.2%);M03981_2.00 (50.6%);M03983_2.00 (64.6%);M05754_2.00 (52.0%);M05892_2.00 (54.7%);M09404_2.00 (51.2%);M09408_2.00 (56.7%);M09410_2.00 (55.8%);M09694_2.00 (63.6%);M11309_2.00 (51.2%);MA0077.1 (52.0%);MA0078.1 (50.0%);MA0087.1 (51.2%);MA0142.1 (67.0%);MA0143.4 (67.8%);MA0442.1 (50.6%);MA0515.1 (54.7%);MA0867.1 (54.5%);MA0868.1 (52.0%);MA0869.1 (56.2%);MA0870.1 (69.5%);MA1120.1 (54.7%);MA1152.1 (67.0%);MA1561.1 (53.7%);MA1562.1 (66.6%);MA1563.1 (52.5%)		
Q52MX9			MA0084.1 (97.4%)	M00197_2.00 (50.6%);M00201_2.00 (50.6%);M00204_2.00 (52.6%);M00212_2.00 (53.4%);M02488_2.00 (51.1%);M03508_2.00 (67.0%);M03516_2.00 (52.6%);M03533_2.00 (55.0%);M03979_2.00 (61.9%);M03983_2.00 (64.6%);M05754_2.00 (50.6%);M05892_2.00 (53.4%);M09404_2.00 (50.0%);M09408_2.00 (55.9%);M09410_2.00 (54.5%);M09694_2.00 (62.3%);M11309_2.00 (50.0%);MA0077.1 (50.6%);MA0087.1 (50.0%);MA0142.1 (64.8%);MA0143.4 (65.4%);MA0515.1 (53.4%);MA0866.1 (69.6%);MA0867.1 (53.2%);MA0868.1 (50.6%);MA0869.1 (55.0%);MA0870.1 (67.0%);MA1120.1 (53.4%);MA1152.1 (67.0%);MA1561.1 (52.5%);MA1562.1 (65.8%);MA1563.1 (52.6%)		
Q52MY0			MA0084.1 (98.4%);MA0866.1 (70.3%)	M00197_2.00 (52.0%);M00201_2.00 (52.0%);M00204_2.00 (53.9%);M00212_2.00 (54.7%);M02488_2.00 (52.2%);M03508_2.00 (67.0%);M03516_2.00 (52.5%);M03533_2.00 (57.5%);M03537_2.00 (50.6%);M03979_2.00 (64.2%);M03981_2.00 (50.6%);M03983_2.00 (64.6%);M05754_2.00 (52.0%);M05892_2.00 (54.7%);M09404_2.00 (51.2%);M09408_2.00 (55.0%);M09410_2.00 (55.8%);M09694_2.00 (63.6%);M11309_2.00 (51.2%);MA0077.1 (52.0%);MA0078.1 (50.0%);MA0087.1 (51.2%);MA0142.1 (67.0%);MA0143.4 (67.8%);MA0442.1 (50.6%);MA0515.1 (54.7%);MA0867.1 (54.5%);MA0868.1 (52.0%);MA0869.1 (56.2%);MA0870.1 (69.5%);MA1120.1 (54.7%);MA1152.1 (67.0%);MA1561.1 (53.7%);MA1562.1 (66.6%);MA1563.1 (52.5%)		
